object_id,img_file_name,collection_method,ESD_um,area_um2,biovolume_um3,object_circ.,object_elongation,object_solidity,object_eccentricity,object_MeanHue,object_MeanSaturation,object_MeanValue,umap_x,umap_y
2024-03-12_01-32-28-968582_20,2024-03-12_01-32-28-968582_20.jpg,PP,48.29756125754554,1832.0625,44257.733629095615,0.7448665206141062,1.9151073574530104,0.9391580161476356,0.8528451333965054,57.46576604237028,143.49032852318084,190.0614062020264,11.686766,8.41839
2024-03-12_01-32-28-968582_21,2024-03-12_01-32-28-968582_21.jpg,PP,39.77536564011682,1242.5625,31209.867980666688,0.8959007509740705,1.1214489459429238,0.9804704837993786,0.4526199165330394,66.91760977818018,136.63331824354913,208.4884563150747,9.840518,4.929429
2024-03-12_01-32-28-968582_22,2024-03-12_01-32-28-968582_22.jpg,PP,56.92795911244947,2545.3125,49168.92073810878,0.4303368969923348,4.061763507581865,0.9490352348993288,0.9692194326622294,57.533701657458565,96.42232044198894,194.55160220994475,-1.6257372,7.3968005
2024-03-12_01-32-28-968582_23,2024-03-12_01-32-28-968582_23.jpg,PP,45.012464973953314,1591.3125,36815.976551875174,0.7614999488094757,1.8178098029399927,0.9361350099272006,0.8350905184025259,47.818310357016614,145.67090844821493,173.41286673736303,11.459502,8.775378
2024-03-12_01-32-28-968582_24,2024-03-12_01-32-28-968582_24.jpg,PP,49.56366155383806,1929.375,44708.09521134242,0.6781596460576463,2.231809929922758,0.93435031326614,0.8940000648991383,30.5332361516035,110.3139941690962,190.33265306122448,8.231534,9.765829
2024-03-12_01-32-28-968582_25,2024-03-12_01-32-28-968582_25.jpg,PP,47.43724001642916,1767.375,77582.64932838161,0.2392031108754493,2.0324830670955283,0.6888840166630125,0.8705901017189046,53.389560789306174,54.783895607893065,216.3090388287715,8.886384,6.1761336
2024-03-12_01-32-28-968582_26,2024-03-12_01-32-28-968582_26.jpg,PP,43.342650712493196,1475.4375,32630.355484658154,0.7363018783142258,1.8274331645064097,0.943864699532206,0.8369916657490223,25.052230270682426,112.79031643156692,195.56195196340067,6.542814,8.719117
2024-03-12_01-32-28-968582_27,2024-03-12_01-32-28-968582_27.jpg,PP,44.063712147861274,1524.9375,38266.13405105685,0.5392904666686121,1.5992167742665364,0.8220133414190418,0.780379577234517,43.55440796753965,112.65695315381778,174.24861674658797,8.421495,8.937461
2024-03-12_01-32-28-968582_28,2024-03-12_01-32-28-968582_28.jpg,PP,51.59559240503579,2090.8125,55513.723320972604,0.714833213910593,1.8516826557381203,0.9325137982940293,0.841633357289748,58.288942695722355,149.07237019101427,191.7670164110842,11.317535,8.229901
2024-03-12_01-32-28-968582_29,2024-03-12_01-32-28-968582_29.jpg,PP,68.9345248287552,3732.1875,157191.9180377781,0.4582037056847463,1.8906769768412837,0.8526085839115909,0.8486772475055587,34.99547852298417,107.186284853052,196.8438583270535,5.966287,8.645026
